,Candidate Name,Party,Criminal Cases,Education,Age,Assets,Liabilities,District,Election,EduRank
52,Padmaja Venugopal,INC,0,Graduate,60,"Rs 19,09,53,255 ~ 19 Crore+",Rs 0 ~,THRISSUR,Kerela2021,7
53,R Bindu,CPI(M),0,Doctorate,53,"Rs 1,22,24,783 ~ 1 Crore+",Rs 0 ~,THRISSUR,Kerela2021,10
54,Radhakrishnan,BJP,176,Graduate,61,"Rs 1,04,44,800 ~ 1 Crore+","Rs 48,00,000 ~ 48 Lacs+",THRISSUR,Kerela2021,7
55,Rajan Painat,IND,0,10th Pass,68,"Rs 3,61,62,851 ~ 3 Crore+","Rs 89,000 ~ 89 Thou+",THRISSUR,Kerela2021,0
56,Rajesh Appatt,CPI(ML)(L) Red Star,1,10th Pass,51,"Rs 17,32,000 ~ 17 Lacs+",Rs 0 ~,THRISSUR,Kerela2021,0
57,Remya Mohanan,BSP,0,8th Pass,35,"Rs 5,06,545 ~ 5 Lacs+",Rs 0 ~,THRISSUR,Kerela2021,0
58,Rosilin,IND,0,Graduate,55,"Rs 79,00,000 ~ 79 Lacs+",Rs 0 ~,THRISSUR,Kerela2021,7
59,Saneeshkumar Joseph,INC,10,Graduate,42,"Rs 2,81,99,852 ~ 2 Crore+","Rs 51,86,200 ~ 51 Lacs+",THRISSUR,Kerela2021,7
60,Sivarathnan Alathi,IND,0,10th Pass,56,"Rs 1,36,500 ~ 1 Lacs+",Rs 0 ~,THRISSUR,Kerela2021,0
61,Sobha Subin,INC,21,Graduate,35,"Rs 12,74,023 ~ 12 Lacs+","Rs 48,000 ~ 48 Thou+",THRISSUR,Kerela2021,7
62,Sunil Anthikkad (Sunilkumar. P.V),INC,5,Graduate,54,"Rs 2,24,02,701 ~ 2 Crore+","Rs 1,00,000 ~ 1 Lacs+",THRISSUR,Kerela2021,7
63,Suresh Gopi,BJP,1,Post Graduate,62,"Rs 10,94,71,453 ~ 10 Crore+","Rs 68,00,478 ~ 68 Lacs+",THRISSUR,Kerela2021,0
64,T N Rajan,IND,0,10th Pass,64,"Rs 19,37,604 ~ 19 Lacs+",Rs 0 ~,THRISSUR,Kerela2021,0
65,T.S Ullas Babu,BJP,13,Graduate Professional,39,"Rs 1,74,91,077 ~ 1 Crore+","Rs 60,44,444 ~ 60 Lacs+",THRISSUR,Kerela2021,0
66,Thankamany Tharayil,BSP,0,12th Pass,63,"Rs 2,02,932 ~ 2 Lacs+",Rs 0 ~,THRISSUR,Kerela2021,0
67,Thomas J Unniyadan,Kerala Congress,3,Graduate Professional,62,"Rs 3,73,11,703 ~ 3 Crore+","Rs 43,00,537 ~ 43 Lacs+",THRISSUR,Kerela2021,0
68,Thrissur Mukundan,Indian Gandhiyan Party,0,8th Pass,75,"Rs 41,97,000 ~ 41 Lacs+",Rs 0 ~,THRISSUR,Kerela2021,0
69,Unnikrishnan K.A,Bharath Dharma Jana Sena,3,10th Pass,53,"Rs 48,42,247 ~ 48 Lacs+",Rs 0 ~,THRISSUR,Kerela2021,0
70,V.S.Aboobacker,SDPI,1,10th Pass,45,"Rs 9,35,702 ~ 9 Lacs+",Rs 0 ~,THRISSUR,Kerela2021,0
71,Vaxerin,IND,0,Others,38,"Rs 7,64,50,839 ~ 7 Crore+","Rs 3,80,081 ~ 3 Lacs+",THRISSUR,Kerela2021,0
72,Vijay Hari,INC,0,Graduate,45,"Rs 32,28,25,118 ~ 32 Crore+","Rs 58,12,937 ~ 58 Lacs+",THRISSUR,Kerela2021,7
73,Vimal Mallika Vijayan,BSP,0,12th Pass,25,"Rs 5,13,446 ~ 5 Lacs+",Rs 0 ~,THRISSUR,Kerela2021,0
74,Xavier Chittilappilly,CPI(M),10,8th Pass,49,"Rs 42,10,407 ~ 42 Lacs+",Rs 0 ~,THRISSUR,Kerela2021,0
0,Adv.T Siddiqu,INC,14,Graduate Professional,46,"Rs 1,18,53,809 ~ 1 Crore+","Rs 69,50,500 ~ 69 Lacs+",WAYANAD,Kerela2021,0
1,Aswin Bhimnath,BSP,0,12th Pass,25,"Rs 11,76,673 ~ 11 Lacs+",Rs 0 ~,WAYANAD,Kerela2021,0
2,Babitha K B,SDPI,0,10th Pass,33,"Rs 65,937 ~ 65 Thou+",Rs 0 ~,WAYANAD,Kerela2021,0
3,C.K Janu,BJP,2,Illiterate,50,"Rs 22,63,000 ~ 22 Lacs+","Rs 7,00,000 ~ 7 Lacs+",WAYANAD,Kerela2021,1
4,I.C Balakrishnan,INC,9,8th Pass,45,"Rs 64,17,760 ~ 64 Lacs+","Rs 18,64,977 ~ 18 Lacs+",WAYANAD,Kerela2021,0
5,Jayalakshmi P K,INC,9,12th Pass,40,"Rs 30,94,127 ~ 30 Lacs+","Rs 1,11,000 ~ 1 Lacs+",WAYANAD,Kerela2021,0
6,Kelu,IND,0,5th Pass,63,"Rs 10,83,605 ~ 10 Lacs+",Rs 0 ~,WAYANAD,Kerela2021,0
7,Kelu O.R.,CPI(M),1,8th Pass,51,"Rs 37,70,086 ~ 37 Lacs+","Rs 16,24,800 ~ 16 Lacs+",WAYANAD,Kerela2021,0
8,Lakshmi,IND,0,5th Pass,53,"Rs 10,06,000 ~ 10 Lacs+",Rs 0 ~,WAYANAD,Kerela2021,0
9,M.S Viswanathan,CPI(M),0,10th Pass,49,"Rs 2,64,98,888 ~ 2 Crore+","Rs 58,16,945 ~ 58 Lacs+",WAYANAD,Kerela2021,0
10,M.V.Shreyamskumar,Loktantrik Janta Dal,3,Post Graduate,53,"Rs 87,99,00,913 ~ 87 Crore+","Rs 6,89,71,176 ~ 6 Crore+",WAYANAD,Kerela2021,0
11,Mukundan,BJP,2,10th Pass,47,"Rs 31,40,200 ~ 31 Lacs+",Rs 0 ~,WAYANAD,Kerela2021,0
12,Ondan Paniyan,IND,0,5th Pass,86,"Rs 1,000 ~ 1 Thou+",Rs 0 ~,WAYANAD,Kerela2021,0
13,Shylesh.K,IND,0,8th Pass,34,"Rs 3,69,000 ~ 3 Lacs+",Rs 0 ~,WAYANAD,Kerela2021,0
14,Subeesh T M,BJP,6,10th Pass,42,"Rs 23,62,350 ~ 23 Lacs+","Rs 77,000 ~ 77 Thou+",WAYANAD,Kerela2021,0
15,T.Sidique S/O Abdulla,IND,0,8th Pass,44,"Rs 2,00,383 ~ 2 Lacs+",Rs 0 ~,WAYANAD,Kerela2021,0
16,Vijaya,BSP,0,5th Pass,34,"Rs 1,00,000 ~ 1 Lacs+","Rs 60,000 ~ 60 Thou+",WAYANAD,Kerela2021,0
