,Candidate Name,Party,Criminal Cases,Education,Age,Assets,Liabilities,District,Election,EduRank
0,Ajay Gupta,AAP,0,Graduate Professional,56,"Rs 9,96,42,000 ~ 9 Crore+","Rs 1,48,00,000 ~ 1 Crore+",AMRITSAR,Punjab2017,0
1,Amarjit Singh,IND,0,12th Pass,44,"Rs 54,90,000 ~ 54 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
2,Amarjit Singh,IND,0,12th Pass,37,"Rs 90,05,000 ~ 90 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
3,Amarpal Singh,SAD,0,12th Pass,41,"Rs 7,23,23,589 ~ 7 Crore+","Rs 51,00,000 ~ 51 Lacs+",AMRITSAR,Punjab2017,0
4,Amita,Democratic Party of India (Ambedkar),0,Illiterate,58,"Rs 20,000 ~ 20 Thou+",Rs 0 ~,AMRITSAR,Punjab2017,1
5,Amrik Singh,Revolutionary Marxist Party of India,0,Others,58,"Rs 5,14,000 ~ 5 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
6,Amrik Singh,Shiromani Akali Dal (A)(Simranjit Singh Mann),0,5th Pass,58,"Rs 10,13,000 ~ 10 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
7,Anil Joshi,BJP,3,12th Pass,52,"Rs 2,58,63,557 ~ 2 Crore+","Rs 22,44,474 ~ 22 Lacs+",AMRITSAR,Punjab2017,0
8,Ankush,IND,0,12th Pass,30,"Rs 75,500 ~ 75 Thou+",Rs 0 ~,AMRITSAR,Punjab2017,0
9,Ashok Kumar,Democratic Swaraj Party,0,10th Pass,51,"Rs 50,000 ~ 50 Thou+",Rs 0 ~,AMRITSAR,Punjab2017,0
10,Avtar Singh,IND,0,5th Pass,32,"Rs 6,49,375 ~ 6 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
11,Bal Krishan Sharma,IND,0,10th Pass,56,"Rs 58,17,766 ~ 58 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
12,Baldev Singh,CPI,0,Post Graduate,62,"Rs 61,25,000 ~ 61 Lacs+","Rs 11,00,000 ~ 11 Lacs+",AMRITSAR,Punjab2017,0
13,Baljit Singh,Aapna Punjab Party,0,12th Pass,48,"Rs 6,49,475 ~ 6 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
14,Balwinder Singh,BSP,0,Graduate,56,"Rs 39,91,000 ~ 39 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,7
15,Balwinder Singh,IND,0,Graduate,72,"Rs 26,91,000 ~ 26 Lacs+","Rs 12,09,942 ~ 12 Lacs+",AMRITSAR,Punjab2017,7
16,Balwinder Singh,Democratic Swaraj Party,1,8th Pass,59,"Rs 22,00,000 ~ 22 Lacs+","Rs 3,68,059 ~ 3 Lacs+",AMRITSAR,Punjab2017,0
17,Balwinder Singh Sahota,AAP,0,Post Graduate,39,"Rs 40,04,114 ~ 40 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
18,Bikram Singh,SAD,0,Graduate,41,"Rs 25,22,80,202 ~ 25 Crore+","Rs 1,16,62,521 ~ 1 Crore+",AMRITSAR,Punjab2017,7
19,Dalbir Singh,AAP,0,12th Pass,33,"Rs 17,62,077 ~ 17 Lacs+","Rs 2,68,408 ~ 2 Lacs+",AMRITSAR,Punjab2017,0
20,Dalbir Singh,SAD,0,Graduate Professional,63,"Rs 60,49,350 ~ 60 Lacs+","Rs 1,50,435 ~ 1 Lacs+",AMRITSAR,Punjab2017,0
21,Dalip Singh,Aapna Punjab Party,0,12th Pass,Unknown,"Rs 5,24,160 ~ 5 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
22,Dalvir Kaur,IND,0,Illiterate,54,"Rs 1,90,000 ~ 1 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,1
23,Deepak,IND,0,8th Pass,33,"Rs 13,500 ~ 13 Thou+",Rs 0 ~,AMRITSAR,Punjab2017,0
24,Dhanwant Singh,IND,0,10th Pass,58,"Rs 38,45,800 ~ 38 Lacs+","Rs 2,22,044 ~ 2 Lacs+",AMRITSAR,Punjab2017,0
25,Dr. Suba Singh,Democratic Swaraj Party,0,Doctorate,70,"Rs 22,70,000 ~ 22 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,10
26,Gagandeep Kumar,IND,0,Post Graduate,34,"Rs 2,01,01,718 ~ 2 Crore+",Rs 0 ~,AMRITSAR,Punjab2017,0
27,Gaurav Mehra,Shiromani Lok Dal Party,0,Graduate,34,"Rs 62,05,000 ~ 62 Lacs+","Rs 9,00,000 ~ 9 Lacs+",AMRITSAR,Punjab2017,7
28,Gulzar Singh Ranike,SAD,0,Literate,59,"Rs 7,66,11,965 ~ 7 Crore+",Rs 0 ~,AMRITSAR,Punjab2017,2
29,Gurdeep Singh,CPI,0,Others,55,"Rs 40,98,000 ~ 40 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
30,Gurjit Kaur,IND,0,12th Pass,40,"Rs 4,75,000 ~ 4 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
31,Gurnam Kaur,CPI,1,8th Pass,63,"Rs 2,85,942 ~ 2 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
32,Gurnam Singh,Revolutionary Marxist Party of India,0,8th Pass,60,"Rs 1,15,96,659 ~ 1 Crore+","Rs 8,98,000 ~ 8 Lacs+",AMRITSAR,Punjab2017,0
33,Gurpartap Singh Tikka,SAD,0,12th Pass,45,"Rs 1,66,39,344 ~ 1 Crore+",Rs 0 ~,AMRITSAR,Punjab2017,0
34,Harbhajan Singh,AAP,0,Graduate,48,"Rs 77,36,882 ~ 77 Lacs+","Rs 42,23,599 ~ 42 Lacs+",AMRITSAR,Punjab2017,7
35,Harbhajan Singh,IND,0,Illiterate,49,"Rs 70,500 ~ 70 Thou+",Rs 0 ~,AMRITSAR,Punjab2017,1
36,Hardeep Singh,Bahujan Samaj Party (Ambedkar),0,Graduate Professional,37,"Rs 10,000 ~ 10 Thou+",Rs 0 ~,AMRITSAR,Punjab2017,0
37,Hardev Singh,Aapna Punjab Party,0,8th Pass,38,"Rs 30,639 ~ 30 Thou+",Rs 0 ~,AMRITSAR,Punjab2017,0
38,Harpartap Singh,INC,0,Graduate Professional,65,"Rs 46,21,12,388 ~ 46 Crore+",Rs 0 ~,AMRITSAR,Punjab2017,0
39,Harpreet Singh,Bahujan Mukti Party,0,5th Pass,37,"Rs 89,46,000 ~ 89 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
40,Himmat Singh,IND,0,10th Pass,42,"Rs 30,78,000 ~ 30 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
41,Himmat Singh Shergill,AAP,0,Graduate Professional,37,"Rs 4,54,12,280 ~ 4 Crore+","Rs 97,72,055 ~ 97 Lacs+",AMRITSAR,Punjab2017,0
42,Inderbir Singh Bolaria,INC,0,Graduate,35,"Rs 3,79,55,311 ~ 3 Crore+","Rs 77,74,195 ~ 77 Lacs+",AMRITSAR,Punjab2017,7
43,Inderbir Singh Nijjar,AAP,0,Post Graduate,61,"Rs 23,85,47,940 ~ 23 Crore+","Rs 1,42,29,118 ~ 1 Crore+",AMRITSAR,Punjab2017,0
44,Jagjot Singh Dhillon,AAP,0,12th Pass,26,"Rs 11,75,880 ~ 11 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
45,Jagtar Singh Gill,Democratic Swaraj Party,0,12th Pass,32,"Rs 97,000 ~ 97 Thou+",Rs 0 ~,AMRITSAR,Punjab2017,0
46,Jaswant Singh,BSP,1,12th Pass,50,"Rs 79,00,000 ~ 79 Lacs+","Rs 5,00,000 ~ 5 Lacs+",AMRITSAR,Punjab2017,0
47,Jaswinder Singh,AAP,0,Graduate,39,"Rs 12,74,603 ~ 12 Lacs+","Rs 3,00,700 ~ 3 Lacs+",AMRITSAR,Punjab2017,7
48,Jeewan,IND,0,Graduate,49,"Rs 6,57,395 ~ 6 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,7
49,Kamaljit Singh,Democratic Swaraj Party,0,Illiterate,57,"Rs 36,45,000 ~ 36 Lacs+","Rs 3,00,000 ~ 3 Lacs+",AMRITSAR,Punjab2017,1
50,Keshav Kohli,Aapna Punjab Party,0,Graduate,32,"Rs 2,71,000 ~ 2 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,7
51,Kuldip Singh,Aapna Punjab Party,0,Graduate,38,"Rs 17,34,373 ~ 17 Lacs+","Rs 35,38,540 ~ 35 Lacs+",AMRITSAR,Punjab2017,7
52,Kulwant Singh,Aapna Punjab Party,0,10th Pass,72,"Rs 50,67,202 ~ 50 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
53,Kulwant Singh,Shiromani Akali Dal (A)(Simranjit Singh Mann),0,5th Pass,44,Nil,Rs 0 ~,AMRITSAR,Punjab2017,0
54,Kulwant Singh Wadali,Aapna Punjab Party,0,8th Pass,34,"Rs 10,500 ~ 10 Thou+",Rs 0 ~,AMRITSAR,Punjab2017,0
55,Kulwinder Singh,IND,0,Post Graduate,30,"Rs 2,86,000 ~ 2 Lacs+","Rs 30,000 ~ 30 Thou+",AMRITSAR,Punjab2017,0
56,Lakhbir Singh,BSP,0,12th Pass,43,"Rs 2,00,000 ~ 2 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
57,Lakhbir Singh,Shiromani Lok Dal Party,0,Illiterate,39,"Rs 8,06,000 ~ 8 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,1
58,Lakhwinder Singh,CPI,0,12th Pass,32,"Rs 6,60,000 ~ 6 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
59,Malkiat Singh,SAD,0,Post Graduate,72,"Rs 1,14,24,107 ~ 1 Crore+",Rs 0 ~,AMRITSAR,Punjab2017,0
60,Mandeep Singh Manna,IND,0,Graduate,42,"Rs 1,50,47,547 ~ 1 Crore+","Rs 6,60,355 ~ 6 Lacs+",AMRITSAR,Punjab2017,7
61,Mangat Singh,IND,0,5th Pass,42,"Rs 58,469 ~ 58 Thou+",Rs 0 ~,AMRITSAR,Punjab2017,0
62,Maninder Pal Singh Palasour,IND,0,Others,55,"Rs 5,71,97,827 ~ 5 Crore+","Rs 54,43,059 ~ 54 Lacs+",AMRITSAR,Punjab2017,0
63,Manish Aggarwal,AAP,0,Graduate,45,"Rs 4,52,14,411 ~ 4 Crore+","Rs 1,28,49,530 ~ 1 Crore+",AMRITSAR,Punjab2017,7
64,Manish Shridhar,Aapna Punjab Party,0,Graduate Professional,29,"Rs 75,000 ~ 75 Thou+",Rs 0 ~,AMRITSAR,Punjab2017,0
65,Manjit Singh,BSP,0,10th Pass,43,"Rs 34,08,000 ~ 34 Lacs+","Rs 50,000 ~ 50 Thou+",AMRITSAR,Punjab2017,0
66,Manjit Singh,Shiromani Lok Dal Party,0,10th Pass,55,"Rs 11,91,000 ~ 11 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
67,Mohinder Singh,Democratic Party of India (Ambedkar),0,5th Pass,42,"Rs 10,000 ~ 10 Thou+",Rs 0 ~,AMRITSAR,Punjab2017,0
68,Narinder Singh,Aapna Punjab Party,1,10th Pass,55,"Rs 6,02,52,000 ~ 6 Crore+","Rs 72,00,000 ~ 72 Lacs+",AMRITSAR,Punjab2017,0
69,Navjot Singh Sidhu,INC,1,Graduate Professional,53,"Rs 45,90,98,908 ~ 45 Crore+","Rs 54,24,641 ~ 54 Lacs+",AMRITSAR,Punjab2017,0
70,Nirmal Singh,IND,0,10th Pass,43,"Rs 10,55,000 ~ 10 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
71,Om Parkash,IND,0,Others,71,"Rs 26,19,099 ~ 26 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
72,Om Parkash Soni,INC,0,10th Pass,60,"Rs 18,28,65,906 ~ 18 Crore+","Rs 1,00,68,157 ~ 1 Crore+",AMRITSAR,Punjab2017,0
73,Parminder Kaur,IND,0,Illiterate,42,"Rs 65,05,000 ~ 65 Lacs+","Rs 12,04,970 ~ 12 Lacs+",AMRITSAR,Punjab2017,1
74,Pawan Sareen,SHS,0,8th Pass,52,"Rs 43,91,224 ~ 43 Lacs+","Rs 5,06,500 ~ 5 Lacs+",AMRITSAR,Punjab2017,0
75,Prabodh Chander Bali,IND,0,Graduate,62,"Rs 1,65,72,644 ~ 1 Crore+","Rs 27,90,000 ~ 27 Lacs+",AMRITSAR,Punjab2017,7
76,Rabart Masih,Aapna Punjab Party,0,12th Pass,39,"Rs 5,28,000 ~ 5 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
77,Rahul Khosla,Hindustan Shakti Sena,0,8th Pass,28,"Rs 3,00,000 ~ 3 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
78,Raj Kumar Verka,INC,0,12th Pass,54,"Rs 1,57,09,317 ~ 1 Crore+",Rs 0 ~,AMRITSAR,Punjab2017,0
79,Rajesh Kumar,BJP,0,Graduate Professional,41,"Rs 5,85,75,619 ~ 5 Crore+","Rs 6,50,485 ~ 6 Lacs+",AMRITSAR,Punjab2017,0
80,Rajesh Kumar,BSP,0,5th Pass,44,"Rs 9,00,000 ~ 9 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
81,Rajpreet Singh,AAP,0,Graduate,52,"Rs 18,39,57,198 ~ 18 Crore+","Rs 34,00,000 ~ 34 Lacs+",AMRITSAR,Punjab2017,7
82,Rakesh Gill,BJP,0,10th Pass,54,"Rs 1,25,65,417 ~ 1 Crore+","Rs 7,20,403 ~ 7 Lacs+",AMRITSAR,Punjab2017,0
83,Rattan Singh,IND,0,Illiterate,67,"Rs 6,85,000 ~ 6 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,1
84,Roop Lal,IND,0,Not Given,40,"Rs 25,292 ~ 25 Thou+",Rs 0 ~,AMRITSAR,Punjab2017,0
85,Sandeep Singh,RPI(A),0,Graduate,32,"Rs 84,45,000 ~ 84 Lacs+","Rs 52,90,000 ~ 52 Lacs+",AMRITSAR,Punjab2017,7
86,Sant Baldev Singh Rathor,Akhil Bharatiya Sangharsh Dal,0,10th Pass,51,"Rs 37,08,000 ~ 37 Lacs+","Rs 11,96,563 ~ 11 Lacs+",AMRITSAR,Punjab2017,0
87,Santokh Singh,INC,1,10th Pass,58,"Rs 36,87,024 ~ 36 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
88,Sarabjit Singh,IND,0,12th Pass,29,"Rs 6,00,000 ~ 6 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
89,Sarabjit Singh,IND,0,12th Pass,63,"Rs 3,42,18,090 ~ 3 Crore+",Rs 0 ~,AMRITSAR,Punjab2017,0
90,Sarabjot Singh,AAP,0,Graduate Professional,36,"Rs 2,01,17,833 ~ 2 Crore+","Rs 40,39,333 ~ 40 Lacs+",AMRITSAR,Punjab2017,0
91,Sarbjit Kumar,Bahujan Samaj Party (Ambedkar),0,10th Pass,49,"Rs 11,17,000 ~ 11 Lacs+","Rs 5,00,000 ~ 5 Lacs+",AMRITSAR,Punjab2017,0
92,Sardool Singh,Democratic Party of India (Ambedkar),0,12th Pass,Unknown,"Rs 15,22,000 ~ 15 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
93,Satnam Singh,Akhil Bharatiya Sangharsh Dal,0,10th Pass,53,"Rs 10,00,000 ~ 10 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
94,Satnam Singh,Bahujan Samaj Party (Ambedkar),0,5th Pass,49,"Rs 55,000 ~ 55 Thou+",Rs 0 ~,AMRITSAR,Punjab2017,0
95,Satpal Singh Pakhoke,BSP,0,12th Pass,55,"Rs 7,04,000 ~ 7 Lacs+","Rs 1,73,000 ~ 1 Lacs+",AMRITSAR,Punjab2017,0
96,Sham Lal Gandhiwadi,Democratic Congress Party,0,Illiterate,34,"Rs 35,439 ~ 35 Thou+",Rs 0 ~,AMRITSAR,Punjab2017,1
97,Sharanjit Singh,IND,1,12th Pass,40,"Rs 1,21,40,922 ~ 1 Crore+","Rs 15,82,954 ~ 15 Lacs+",AMRITSAR,Punjab2017,0
98,Sikander,IND,0,8th Pass,28,"Rs 16,000 ~ 16 Thou+",Rs 0 ~,AMRITSAR,Punjab2017,0
99,Sukhbinder Singh Sarkaria,INC,1,Graduate,61,"Rs 12,20,02,000 ~ 12 Crore+","Rs 1,51,14,000 ~ 1 Crore+",AMRITSAR,Punjab2017,7
100,Sukhdev Singh,IND,0,Illiterate,32,"Rs 43,054 ~ 43 Thou+",Rs 0 ~,AMRITSAR,Punjab2017,1
101,Sukhjinder Raj Singh (lalli),INC,1,Post Graduate,59,"Rs 6,09,10,720 ~ 6 Crore+","Rs 78,73,186 ~ 78 Lacs+",AMRITSAR,Punjab2017,0
102,Sukhjinder Singh,IND,0,10th Pass,55,"Rs 51,00,167 ~ 51 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
103,Sukhjinder Singh Tanel,IND,0,10th Pass,29,"Rs 1,20,322 ~ 1 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
104,Sukhwant Jit Kaur,BSP,0,Graduate Professional,51,"Rs 7,65,000 ~ 7 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
105,Sukhwinder Singh,INC,0,Post Graduate,39,"Rs 1,39,97,536 ~ 1 Crore+","Rs 10,90,000 ~ 10 Lacs+",AMRITSAR,Punjab2017,0
106,Sukhwinder Singh,IND,0,8th Pass,30,"Rs 2,20,000 ~ 2 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
107,Sunil Dutti,INC,0,12th Pass,56,"Rs 1,18,93,138 ~ 1 Crore+","Rs 14,70,000 ~ 14 Lacs+",AMRITSAR,Punjab2017,0
108,Surjit Singh,BSP,1,10th Pass,39,"Rs 3,04,973 ~ 3 Lacs+","Rs 50,000 ~ 50 Thou+",AMRITSAR,Punjab2017,0
109,Sushil Kumar,BSP,0,12th Pass,35,"Rs 1,75,000 ~ 1 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
110,Sushil Kumar,Akhil Bharatiya Sangharsh Dal,0,8th Pass,36,"Rs 15,000 ~ 15 Thou+",Rs 0 ~,AMRITSAR,Punjab2017,0
111,Swinder Singh,BSP,0,10th Pass,42,"Rs 40,15,000 ~ 40 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
112,Tarsem Lal,Bahujan Mukti Party,0,10th Pass,51,"Rs 2,53,000 ~ 2 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
113,Tarsem Singh,INC,0,Post Graduate,67,"Rs 7,73,34,452 ~ 7 Crore+",Rs 0 ~,AMRITSAR,Punjab2017,0
114,Tarsem Singh,BSP,0,Literate,51,"Rs 25,80,000 ~ 25 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,2
115,Tarun Chugh,BJP,0,Post Graduate,45,"Rs 2,49,13,984 ~ 2 Crore+",Rs 0 ~,AMRITSAR,Punjab2017,0
116,Vikramjit Singh,Democratic Party of India (Ambedkar),0,10th Pass,30,"Rs 10,15,000 ~ 10 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
117,Vir Singh,SAD,2,Graduate,68,"Rs 6,29,34,425 ~ 6 Crore+","Rs 83,13,579 ~ 83 Lacs+",AMRITSAR,Punjab2017,7
118,Virsa Singh,Revolutionary Marxist Party of India,0,10th Pass,57,"Rs 1,05,51,000 ~ 1 Crore+","Rs 7,00,000 ~ 7 Lacs+",AMRITSAR,Punjab2017,0
119,Waryam Singh,IND,0,12th Pass,35,"Rs 74,000 ~ 74 Thou+",Rs 0 ~,AMRITSAR,Punjab2017,0
120,Yadwinder Singh,IND,0,12th Pass,34,"Rs 7,61,000 ~ 7 Lacs+",Rs 0 ~,AMRITSAR,Punjab2017,0
0,Bagga Singh,IND,0,Graduate,25,"Rs 54,397 ~ 54 Thou+",Rs 0 ~,BARNALA,Punjab2017,7
1,Gora Singh,IND,0,Illiterate,38,"Rs 5,80,000 ~ 5 Lacs+","Rs 5,00,000 ~ 5 Lacs+",BARNALA,Punjab2017,1
2,Gurkimat Singh,AITC,0,10th Pass,36,"Rs 65,89,000 ~ 65 Lacs+",Rs 0 ~,BARNALA,Punjab2017,0
3,Gurmeet Singh Haher,AAP,0,Graduate Professional,27,"Rs 43,17,013 ~ 43 Lacs+","Rs 6,25,723 ~ 6 Lacs+",BARNALA,Punjab2017,0
4,Gurmit Singh,Aapna Punjab Party,0,5th Pass,44,"Rs 41,25,000 ~ 41 Lacs+",Rs 0 ~,BARNALA,Punjab2017,0
5,Jagdeep Singh,CPI(ML)Red Star,0,5th Pass,29,"Rs 2,71,000 ~ 2 Lacs+",Rs 0 ~,BARNALA,Punjab2017,0
6,Jaspal Singh,Bahujan Mukti Party,0,8th Pass,52,"Rs 21,92,800 ~ 21 Lacs+",Rs 0 ~,BARNALA,Punjab2017,0
7,Karamjit Singh,BSP,0,5th Pass,32,"Rs 16,16,000 ~ 16 Lacs+",Rs 0 ~,BARNALA,Punjab2017,0
8,Kewal Singh Dhillon,INC,0,12th Pass,67,"Rs 89,14,18,624 ~ 89 Crore+","Rs 11,56,13,463 ~ 11 Crore+",BARNALA,Punjab2017,0
9,Mahinder Singh,IND,0,10th Pass,32,"Rs 30,26,000 ~ 30 Lacs+",Rs 0 ~,BARNALA,Punjab2017,0
10,Paramjit Kaur,BSP,0,10th Pass,44,"Rs 65,92,825 ~ 65 Lacs+","Rs 13,13,000 ~ 13 Lacs+",BARNALA,Punjab2017,0
11,Paramjit Singh,Shiromani Akali Dal (A)(Simranjit Singh Mann),0,10th Pass,41,"Rs 1,80,000 ~ 1 Lacs+",Rs 0 ~,BARNALA,Punjab2017,0
12,Pirmal Singh Dhaula,AAP,0,12th Pass,36,"Rs 3,02,457 ~ 3 Lacs+",Rs 0 ~,BARNALA,Punjab2017,0
13,Raj Kumar,Inqalab Vikas Dal,1,5th Pass,43,"Rs 1,21,500 ~ 1 Lacs+",Rs 0 ~,BARNALA,Punjab2017,0
14,Rajinder Kaur Meemsa,IND,0,Graduate,42,"Rs 34,31,000 ~ 34 Lacs+",Rs 0 ~,BARNALA,Punjab2017,7
15,Sant Balvir Singh Ghunas,SAD,0,5th Pass,59,"Rs 1,44,71,495 ~ 1 Crore+","Rs 13,10,033 ~ 13 Lacs+",BARNALA,Punjab2017,0
16,Savaran Singh,CPI(ML)(L),0,Literate,39,"Rs 5,04,500 ~ 5 Lacs+",Rs 0 ~,BARNALA,Punjab2017,2
17,Simranjit Singh Mann,Shiromani Akali Dal (A)(Simranjit Singh Mann),1,Graduate,71,"Rs 19,03,04,531 ~ 19 Crore+","Rs 15,00,000 ~ 15 Lacs+",BARNALA,Punjab2017,7
18,Surinder Pal Singh,SAD,0,Graduate,62,"Rs 18,98,95,573 ~ 18 Crore+","Rs 5,28,235 ~ 5 Lacs+",BARNALA,Punjab2017,7
0,Avtar Singh,BSP,0,Illiterate,41,"Rs 5,65,600 ~ 5 Lacs+",Rs 0 ~,BATHINDA,Punjab2017,1
1,Avtar Singh,Shiromani Akali Dal (A)(Simranjit Singh Mann),3,10th Pass,48,"Rs 10,59,437 ~ 10 Lacs+",Rs 0 ~,BATHINDA,Punjab2017,0
2,Baldev Singh,IND,0,12th Pass,42,"Rs 75,000 ~ 75 Thou+",Rs 0 ~,BATHINDA,Punjab2017,0
3,Baljinder Kaur,AAP,1,Post Graduate,31,"Rs 3,65,786 ~ 3 Lacs+",Rs 0 ~,BATHINDA,Punjab2017,0
4,Baljinder Singh,IND,0,Post Graduate,68,"Rs 3,87,16,685 ~ 3 Crore+","Rs 2,13,19,650 ~ 2 Crore+",BATHINDA,Punjab2017,0
5,Bimla Rani,IND,0,Illiterate,44,"Rs 58,000 ~ 58 Thou+",Rs 0 ~,BATHINDA,Punjab2017,1
6,Charan Singh,IND,0,8th Pass,51,"Rs 8,33,300 ~ 8 Lacs+",Rs 0 ~,BATHINDA,Punjab2017,0
7,Darshan Singh,IND,0,10th Pass,52,"Rs 1,68,84,987 ~ 1 Crore+",Rs 0 ~,BATHINDA,Punjab2017,0
8,Davinderpal Singh,BSP,0,12th Pass,34,"Rs 11,50,000 ~ 11 Lacs+",Rs 0 ~,BATHINDA,Punjab2017,0
9,Deepak Bansal,AAP,0,Post Graduate,34,"Rs 5,79,613 ~ 5 Lacs+",Rs 0 ~,BATHINDA,Punjab2017,0
10,Dusahira Singh,BSP,0,8th Pass,44,"Rs 62,000 ~ 62 Thou+",Rs 0 ~,BATHINDA,Punjab2017,0
11,Er. Amit Rattan Kotfatta,SAD,0,Graduate Professional,37,"Rs 2,09,36,836 ~ 2 Crore+",Rs 0 ~,BATHINDA,Punjab2017,0
12,Gian Chand Bansal,Democratic Swaraj Party,0,Post Graduate,67,"Rs 64,45,550 ~ 64 Lacs+",Rs 0 ~,BATHINDA,Punjab2017,0
13,Gurpreet Singh Kangar,INC,2,Graduate,50,"Rs 9,36,93,264 ~ 9 Crore+","Rs 10,00,000 ~ 10 Lacs+",BATHINDA,Punjab2017,7
14,Gurpreet Singh Mehraj,IND,0,Post Graduate,38,"Rs 91,68,025 ~ 91 Lacs+","Rs 25,00,000 ~ 25 Lacs+",BATHINDA,Punjab2017,0
15,Gurpreet Singh S/o Gurdeep Singh,IND,0,8th Pass,29,"Rs 20,14,341 ~ 20 Lacs+","Rs 4,50,000 ~ 4 Lacs+",BATHINDA,Punjab2017,0
16,Gurpreet Singh S/o Saudagar Singh,IND,0,10th Pass,31,"Rs 2,18,395 ~ 2 Lacs+","Rs 27,742 ~ 27 Thou+",BATHINDA,Punjab2017,0
17,Gursewak Singh,IND,0,Illiterate,36,"Rs 1,88,400 ~ 1 Lacs+",Rs 0 ~,BATHINDA,Punjab2017,1
18,Hardeep Kumar,Jai Jawan Jai Kisan Party,0,Graduate Professional,35,"Rs 38,00,000 ~ 38 Lacs+","Rs 30,50,000 ~ 30 Lacs+",BATHINDA,Punjab2017,0
19,Harjinder Singh,BSP,0,Others,Unknown,"Rs 92,00,000 ~ 92 Lacs+","Rs 6,00,000 ~ 6 Lacs+",BATHINDA,Punjab2017,0
20,Harminder Singh Jassi,INC,1,Graduate,61,"Rs 5,25,06,985 ~ 5 Crore+","Rs 36,24,406 ~ 36 Lacs+",BATHINDA,Punjab2017,7
21,Harpal Singh,Aapna Punjab Party,0,12th Pass,30,"Rs 13,51,000 ~ 13 Lacs+",Rs 0 ~,BATHINDA,Punjab2017,0
22,Harpreet Singh,SAD,0,Graduate Professional,39,"Rs 78,67,698 ~ 78 Lacs+",Rs 0 ~,BATHINDA,Punjab2017,0
23,Harvinder Singh,CPI(ML)(L),0,12th Pass,40,"Rs 74,500 ~ 74 Thou+",Rs 0 ~,BATHINDA,Punjab2017,0
24,Harvinder Singh,Shiromani Akali Dal (A)(Simranjit Singh Mann),0,12th Pass,37,"Rs 13,58,000 ~ 13 Lacs+","Rs 30,000 ~ 30 Thou+",BATHINDA,Punjab2017,0
25,Harvinder Singh Laddi,INC,0,Post Graduate,51,"Rs 85,45,254 ~ 85 Lacs+","Rs 6,46,201 ~ 6 Lacs+",BATHINDA,Punjab2017,0
26,Jagdev Singh,AAP,0,10th Pass,54,"Rs 4,27,81,630 ~ 4 Crore+","Rs 22,56,673 ~ 22 Lacs+",BATHINDA,Punjab2017,0
27,Jagsir Singh,AAP,0,10th Pass,59,"Rs 53,34,050 ~ 53 Lacs+","Rs 8,49,815 ~ 8 Lacs+",BATHINDA,Punjab2017,0
28,Jagsir Singh,IND,0,10th Pass,39,"Rs 36,000 ~ 36 Thou+",Rs 0 ~,BATHINDA,Punjab2017,0
