,Candidate Name,Party,Criminal Cases,Education,Age,Assets,Liabilities,District,Election,EduRank
12,Harjeet Singh,Revolutionary Marxist Party of India,0,8th Pass,44,"Rs 1,48,000 ~ 1 Lacs+",Rs 0 ~,MUKTSAR,Punjab2017,0
13,Jagdeep Singh,AAP,0,10th Pass,37,"Rs 78,20,743 ~ 78 Lacs+","Rs 93,29,031 ~ 93 Lacs+",MUKTSAR,Punjab2017,0
14,Jagdeep Singh,AAP,0,8th Pass,52,"Rs 8,70,88,218 ~ 8 Crore+","Rs 70,40,269 ~ 70 Lacs+",MUKTSAR,Punjab2017,0
15,Jagrup Singh,CPI,0,Graduate,66,"Rs 70,52,768 ~ 70 Lacs+",Rs 0 ~,MUKTSAR,Punjab2017,7
16,Jarnail Singh,AAP,1,Post Graduate,43,"Rs 1,29,45,630 ~ 1 Crore+",Rs 0 ~,MUKTSAR,Punjab2017,0
17,Kanwarjit Singh,SAD,0,12th Pass,46,"Rs 3,54,63,815 ~ 3 Crore+","Rs 88,86,890 ~ 88 Lacs+",MUKTSAR,Punjab2017,0
18,Karan Kaur,INC,0,Graduate,65,"Rs 1,19,41,22,210 ~ 119 Crore+","Rs 3,27,00,000 ~ 3 Crore+",MUKTSAR,Punjab2017,7
19,Manmander Singh,IND,1,10th Pass,34,"Rs 7,21,500 ~ 7 Lacs+",Rs 0 ~,MUKTSAR,Punjab2017,0
20,Om Parkash,IND,0,10th Pass,39,"Rs 20,000 ~ 20 Thou+",Rs 0 ~,MUKTSAR,Punjab2017,0
21,Parkash Singh,SAD,0,Graduate,89,"Rs 14,49,82,207 ~ 14 Crore+",Rs 0 ~,MUKTSAR,Punjab2017,7
22,Principal Baldev Singh,AAP,0,Post Graduate,63,"Rs 87,33,720 ~ 87 Lacs+",Rs 0 ~,MUKTSAR,Punjab2017,0
23,Rajesh Garg,Aapna Punjab Party,0,Post Graduate,51,"Rs 46,32,323 ~ 46 Lacs+",Rs 0 ~,MUKTSAR,Punjab2017,0
24,Resham Singh,IND,0,8th Pass,47,"Rs 23,30,000 ~ 23 Lacs+",Rs 0 ~,MUKTSAR,Punjab2017,0
25,Ripendeep Kaur,IND,0,Post Graduate,49,"Rs 6,01,30,874 ~ 6 Crore+","Rs 14,00,000 ~ 14 Lacs+",MUKTSAR,Punjab2017,0
26,Sheela Rani,BSP,0,10th Pass,51,"Rs 25,73,807 ~ 25 Lacs+","Rs 1,80,000 ~ 1 Lacs+",MUKTSAR,Punjab2017,0
27,Sukhdarshan Singh Marar,IND,0,12th Pass,73,"Rs 2,30,49,563 ~ 2 Crore+","Rs 21,30,000 ~ 21 Lacs+",MUKTSAR,Punjab2017,0
28,Sukhdev Singh,BSP,0,5th Pass,57,"Rs 12,50,083 ~ 12 Lacs+",Rs 0 ~,MUKTSAR,Punjab2017,0
29,Tek Singh,National Adhikar Insaf Party,0,10th Pass,Unknown,"Rs 26,25,000 ~ 26 Lacs+",Rs 0 ~,MUKTSAR,Punjab2017,0
0,Angad Singh,INC,0,Graduate,26,"Rs 17,43,10,283 ~ 17 Crore+","Rs 54,18,395 ~ 54 Lacs+",NAWAN SHAHR,Punjab2017,7
1,Ashwani Kumar Joshi,Aapna Punjab Party,0,Graduate,55,"Rs 3,68,19,903 ~ 3 Crore+",Rs 0 ~,NAWAN SHAHR,Punjab2017,7
2,Avtar Singh,IND,0,10th Pass,56,"Rs 50,06,000 ~ 50 Lacs+","Rs 3,08,000 ~ 3 Lacs+",NAWAN SHAHR,Punjab2017,0
3,Baljit Singh,BSP,0,10th Pass,48,"Rs 1,31,79,100 ~ 1 Crore+","Rs 9,70,000 ~ 9 Lacs+",NAWAN SHAHR,Punjab2017,0
4,Charan Dass,IND,0,Post Graduate,64,"Rs 50,38,884 ~ 50 Lacs+","Rs 2,00,000 ~ 2 Lacs+",NAWAN SHAHR,Punjab2017,0
5,Charanjit Singh,AAP,2,Others,75,"Rs 18,36,00,958 ~ 18 Crore+",Rs 0 ~,NAWAN SHAHR,Punjab2017,0
6,Darshan Lal,INC,0,10th Pass,66,"Rs 8,56,03,910 ~ 8 Crore+",Rs 0 ~,NAWAN SHAHR,Punjab2017,0
7,Hargopal Singh,IND,0,Graduate Professional,59,"Rs 1,08,97,376 ~ 1 Crore+","Rs 35,15,000 ~ 35 Lacs+",NAWAN SHAHR,Punjab2017,0
8,Harjot,AAP,0,Post Graduate,26,"Rs 1,39,06,142 ~ 1 Crore+","Rs 15,08,980 ~ 15 Lacs+",NAWAN SHAHR,Punjab2017,0
9,Hitesh Kumar Pathak,CPI(M),0,Post Graduate,46,"Rs 2,69,85,006 ~ 2 Crore+","Rs 67,09,000 ~ 67 Lacs+",NAWAN SHAHR,Punjab2017,0
10,Jarnail Singh,Aapna Punjab Party,2,Graduate Professional,49,"Rs 2,86,53,492 ~ 2 Crore+","Rs 71,02,751 ~ 71 Lacs+",NAWAN SHAHR,Punjab2017,0
11,Jarnail Singh Wahid,SAD,0,Graduate Professional,72,"Rs 12,38,58,000 ~ 12 Crore+","Rs 2,17,89,000 ~ 2 Crore+",NAWAN SHAHR,Punjab2017,0
12,Nachhatar Pal,BSP,0,12th Pass,42,"Rs 1,11,92,745 ~ 1 Crore+",Rs 0 ~,NAWAN SHAHR,Punjab2017,0
13,Nand Lal,SAD,0,8th Pass,70,"Rs 1,91,40,000 ~ 1 Crore+","Rs 6,70,000 ~ 6 Lacs+",NAWAN SHAHR,Punjab2017,0
14,Pala Singh,IND,0,Post Graduate,40,"Rs 2,00,50,000 ~ 2 Crore+",Rs 0 ~,NAWAN SHAHR,Punjab2017,0
15,Parmjit Singh,CPI(M),0,12th Pass,37,"Rs 1,74,219 ~ 1 Lacs+",Rs 0 ~,NAWAN SHAHR,Punjab2017,0
16,Paul Ram,CPI,0,8th Pass,54,"Rs 5,00,000 ~ 5 Lacs+",Rs 0 ~,NAWAN SHAHR,Punjab2017,0
17,Raj Kumar,IND,0,8th Pass,65,"Rs 84,77,787 ~ 84 Lacs+","Rs 23,15,361 ~ 23 Lacs+",NAWAN SHAHR,Punjab2017,0
18,Raj Kumar,AAP,0,Graduate,59,"Rs 2,63,95,128 ~ 2 Crore+","Rs 41,25,000 ~ 41 Lacs+",NAWAN SHAHR,Punjab2017,7
19,Rajinder Singh,BSP,0,12th Pass,48,"Rs 98,08,990 ~ 98 Lacs+",Rs 0 ~,NAWAN SHAHR,Punjab2017,0
20,Sarabjit Singh,Aapna Punjab Party,0,12th Pass,31,"Rs 3,12,174 ~ 3 Lacs+","Rs 1,50,000 ~ 1 Lacs+",NAWAN SHAHR,Punjab2017,0
21,Satnam Singh Kainth,INC,0,Graduate,57,"Rs 1,25,03,781 ~ 1 Crore+","Rs 4,07,941 ~ 4 Lacs+",NAWAN SHAHR,Punjab2017,7
22,Sukhwinder Kumar,SAD,0,Post Graduate,56,"Rs 1,84,96,315 ~ 1 Crore+","Rs 12,24,577 ~ 12 Lacs+",NAWAN SHAHR,Punjab2017,0
23,Surinder Singh,IND,0,12th Pass,56,"Rs 89,77,000 ~ 89 Lacs+","Rs 14,00,000 ~ 14 Lacs+",NAWAN SHAHR,Punjab2017,0
24,Tarlochan Singh,IND,0,Post Graduate,62,"Rs 10,67,49,418 ~ 10 Crore+",Rs 0 ~,NAWAN SHAHR,Punjab2017,0
25,Yog Raj Sahota,IND,0,12th Pass,60,"Rs 45,10,000 ~ 45 Lacs+","Rs 12,50,000 ~ 12 Lacs+",NAWAN SHAHR,Punjab2017,0
0,Amarjeet Singh,AAP,0,10th Pass,54,"Rs 2,38,30,114 ~ 2 Crore+","Rs 82,45,904 ~ 82 Lacs+",PATHANKOT,Punjab2017,0
1,Amit Singh,INC,0,12th Pass,40,"Rs 10,52,10,992 ~ 10 Crore+","Rs 8,25,636 ~ 8 Lacs+",PATHANKOT,Punjab2017,0
2,Amit Vij,INC,0,Graduate Professional,39,"Rs 25,65,65,998 ~ 25 Crore+","Rs 1,56,75,165 ~ 1 Crore+",PATHANKOT,Punjab2017,0
3,Anika Ray,Aapna Punjab Party,0,Post Graduate,39,"Rs 53,06,789 ~ 53 Lacs+","Rs 2,50,000 ~ 2 Lacs+",PATHANKOT,Punjab2017,0
4,Ankur Khajuria,BSP,0,Others,31,"Rs 6,05,000 ~ 6 Lacs+",Rs 0 ~,PATHANKOT,Punjab2017,0
5,Ashok Sharma,IND,0,Graduate Professional,67,"Rs 59,73,150 ~ 59 Lacs+","Rs 49,000 ~ 49 Thou+",PATHANKOT,Punjab2017,0
6,Ashwani Kumar Sharma,BJP,0,Graduate,51,"Rs 63,75,996 ~ 63 Lacs+","Rs 1,78,210 ~ 1 Lacs+",PATHANKOT,Punjab2017,7
7,Balbir Ram Fatehpuria,IND,0,Graduate,60,"Rs 1,45,15,000 ~ 1 Crore+","Rs 2,00,000 ~ 2 Lacs+",PATHANKOT,Punjab2017,7
8,Balbir Singh,Hindustan Utthan Party,0,8th Pass,39,"Rs 2,57,901 ~ 2 Lacs+",Rs 0 ~,PATHANKOT,Punjab2017,0
9,Bobby Sandhu,SHS,0,12th Pass,41,"Rs 1,01,000 ~ 1 Lacs+",Rs 0 ~,PATHANKOT,Punjab2017,0
10,Chain Singh,BSP,0,Others,43,"Rs 23,31,900 ~ 23 Lacs+",Rs 0 ~,PATHANKOT,Punjab2017,0
11,Dalip Singh Surajvanshi,IND,0,Not Given,62,"Rs 1,09,98,000 ~ 1 Crore+","Rs 57,000 ~ 57 Thou+",PATHANKOT,Punjab2017,0
12,Dharminder Kumar,IND,0,10th Pass,46,"Rs 5,96,000 ~ 5 Lacs+",Rs 0 ~,PATHANKOT,Punjab2017,0
13,Dinesh Singh,BJP,0,12th Pass,54,"Rs 6,19,92,943 ~ 6 Crore+","Rs 16,30,462 ~ 16 Lacs+",PATHANKOT,Punjab2017,0
14,Geeta,IND,0,10th Pass,43,"Rs 1,57,49,000 ~ 1 Crore+","Rs 53,00,000 ~ 53 Lacs+",PATHANKOT,Punjab2017,0
15,Guru Dutt Sharma,IND,0,12th Pass,49,"Rs 10,17,772 ~ 10 Lacs+","Rs 1,44,000 ~ 1 Lacs+",PATHANKOT,Punjab2017,0
16,Joginder Pal,INC,1,10th Pass,53,"Rs 6,41,64,573 ~ 6 Crore+","Rs 65,60,780 ~ 65 Lacs+",PATHANKOT,Punjab2017,0
17,Karnail Chand,BSP,0,5th Pass,58,"Rs 3,85,90,000 ~ 3 Crore+","Rs 14,01,750 ~ 14 Lacs+",PATHANKOT,Punjab2017,0
18,Kiran Bala,Hindustan Shakti Sena,0,8th Pass,50,"Rs 54,000 ~ 54 Thou+",Rs 0 ~,PATHANKOT,Punjab2017,0
19,Kulbhushan Singh,AAP,0,Post Graduate,44,"Rs 1,15,67,613 ~ 1 Crore+","Rs 2,41,543 ~ 2 Lacs+",PATHANKOT,Punjab2017,0
20,Lal Chand Kataruchak,Revolutionary Marxist Party of India,0,10th Pass,47,"Rs 1,06,989 ~ 1 Lacs+",Rs 0 ~,PATHANKOT,Punjab2017,0
21,Lubhaya Ram,IND,0,10th Pass,62,"Rs 6,46,000 ~ 6 Lacs+",Rs 0 ~,PATHANKOT,Punjab2017,0
22,Mahasha Vinod Kumar,IND,0,12th Pass,44,"Rs 3,11,000 ~ 3 Lacs+",Rs 0 ~,PATHANKOT,Punjab2017,0
23,Master Sampuran Singh Saidipur,AITC,0,10th Pass,63,"Rs 27,03,000 ~ 27 Lacs+","Rs 1,96,000 ~ 1 Lacs+",PATHANKOT,Punjab2017,0
24,Naresh Puri,IND,0,Graduate,47,"Rs 27,89,07,766 ~ 27 Crore+","Rs 9,09,434 ~ 9 Lacs+",PATHANKOT,Punjab2017,7
25,Natha Singh,Revolutionary Marxist Party of India,0,10th Pass,62,"Rs 95,04,078 ~ 95 Lacs+","Rs 8,76,400 ~ 8 Lacs+",PATHANKOT,Punjab2017,0
26,Raj Kumar,AAP,0,10th Pass,48,"Rs 39,94,539 ~ 39 Lacs+","Rs 14,18,460 ~ 14 Lacs+",PATHANKOT,Punjab2017,0
27,Raman Pal,IND,0,Graduate,35,"Rs 1,58,500 ~ 1 Lacs+",Rs 0 ~,PATHANKOT,Punjab2017,7
28,Ravi Kumar,Hindustan Utthan Party,0,5th Pass,38,"Rs 8,73,659 ~ 8 Lacs+",Rs 0 ~,PATHANKOT,Punjab2017,0
29,Romesh Singh Jasrotia,Aapna Punjab Party,0,10th Pass,62,"Rs 54,52,985 ~ 54 Lacs+",Rs 0 ~,PATHANKOT,Punjab2017,0
30,Sat Pal,SHS,0,10th Pass,45,"Rs 25,11,000 ~ 25 Lacs+","Rs 1,00,000 ~ 1 Lacs+",PATHANKOT,Punjab2017,0
31,Saurab Dubey,SHS,0,Graduate,28,"Rs 2,02,000 ~ 2 Lacs+",Rs 0 ~,PATHANKOT,Punjab2017,7
32,Seema Kumari,BJP,0,5th Pass,38,"Rs 81,01,719 ~ 81 Lacs+","Rs 3,39,975 ~ 3 Lacs+",PATHANKOT,Punjab2017,0
33,Sunita Devi,Aapna Punjab Party,0,10th Pass,44,"Rs 30,77,200 ~ 30 Lacs+","Rs 1,30,000 ~ 1 Lacs+",PATHANKOT,Punjab2017,0
34,Surinder Kumar Kalotra,IND,0,10th Pass,46,"Rs 14,90,000 ~ 14 Lacs+",Rs 0 ~,PATHANKOT,Punjab2017,0
0,Ajaib Singh,IND,0,10th Pass,33,"Rs 2,16,000 ~ 2 Lacs+",Rs 0 ~,PATIALA,Punjab2017,0
1,Akshninder Singh,Aapna Punjab Party,0,Post Graduate,35,"Rs 1,02,33,125 ~ 1 Crore+",Rs 0 ~,PATIALA,Punjab2017,0
2,Amarinder Singh,INC,4,12th Pass,74,"Rs 48,31,71,009 ~ 48 Crore+","Rs 42,07,856 ~ 42 Lacs+",PATIALA,Punjab2017,0
3,Amarjeet Singh,Shiromani Akali Dal (A)(Simranjit Singh Mann),0,5th Pass,30,"Rs 2,07,500 ~ 2 Lacs+",Rs 0 ~,PATIALA,Punjab2017,0
4,Anu Randhawa,AAP,0,Post Graduate,35,"Rs 7,28,96,128 ~ 7 Crore+","Rs 2,32,277 ~ 2 Lacs+",PATIALA,Punjab2017,0
5,Anupinder Kaur Sandhu,IND,0,Post Graduate,52,"Rs 15,88,54,160 ~ 15 Crore+","Rs 2,55,40,879 ~ 2 Crore+",PATIALA,Punjab2017,0
6,Ashutosh Joshi,AAP,0,Post Graduate,40,"Rs 7,26,84,529 ~ 7 Crore+","Rs 1,69,03,146 ~ 1 Crore+",PATIALA,Punjab2017,0
7,Balbir Singh,AAP,2,Post Graduate,60,"Rs 8,16,32,392 ~ 8 Crore+","Rs 23,07,743 ~ 23 Lacs+",PATIALA,Punjab2017,0
8,Baldev Ram,AITC,0,10th Pass,46,"Rs 10,12,000 ~ 10 Lacs+",Rs 0 ~,PATIALA,Punjab2017,0
9,Baljit Singh,Jai Jawan Jai Kisan Party,0,Post Graduate,40,"Rs 16,00,000 ~ 16 Lacs+","Rs 1,50,000 ~ 1 Lacs+",PATIALA,Punjab2017,0
10,Bharatdeep Thakur,Hindustan Shakti Sena,0,12th Pass,42,"Rs 1,97,000 ~ 1 Lacs+",Rs 0 ~,PATIALA,Punjab2017,0
11,Bhupinder Singh Massingan,Shiromani Akali Dal (A)(Simranjit Singh Mann),0,10th Pass,36,"Rs 51,47,000 ~ 51 Lacs+","Rs 32,000 ~ 32 Thou+",PATIALA,Punjab2017,0
12,Bira Singh,IND,0,Literate,45,"Rs 3,94,000 ~ 3 Lacs+",Rs 0 ~,PATIALA,Punjab2017,2
13,Brahm Mohindra,INC,0,Graduate,70,"Rs 5,14,98,419 ~ 5 Crore+",Rs 0 ~,PATIALA,Punjab2017,7
14,Dalbir Singh,IND,0,12th Pass,54,"Rs 2,20,000 ~ 2 Lacs+",Rs 0 ~,PATIALA,Punjab2017,0
15,Davinder Singh,BSP,0,10th Pass,44,"Rs 29,20,000 ~ 29 Lacs+","Rs 70,000 ~ 70 Thou+",PATIALA,Punjab2017,0
16,Gurdev Singh Mann,AAP,0,12th Pass,47,"Rs 13,34,000 ~ 13 Lacs+",Rs 0 ~,PATIALA,Punjab2017,0
17,Gurjant Singh,IND,0,12th Pass,29,"Rs 5,04,000 ~ 5 Lacs+",Rs 0 ~,PATIALA,Punjab2017,0
18,Gurmail Singh,Bahujan Mukti Party,0,10th Pass,43,"Rs 85,000 ~ 85 Thou+",Rs 0 ~,PATIALA,Punjab2017,0
19,Gurpinder Singh Chhina,BSP,0,8th Pass,46,"Rs 27,00,000 ~ 27 Lacs+",Rs 0 ~,PATIALA,Punjab2017,0
20,Gurpreet Singh,IND,0,10th Pass,32,"Rs 31,65,000 ~ 31 Lacs+","Rs 12,40,000 ~ 12 Lacs+",PATIALA,Punjab2017,0
21,Gursewak Singh,Democratic Swaraj Party,0,12th Pass,28,"Rs 10,80,500 ~ 10 Lacs+","Rs 3,86,000 ~ 3 Lacs+",PATIALA,Punjab2017,0
22,Gurvinder Singh,IND,0,10th Pass,32,"Rs 4,00,62,729 ~ 4 Crore+","Rs 42,50,000 ~ 42 Lacs+",PATIALA,Punjab2017,0
23,Hardial Singh,INC,0,Graduate,58,"Rs 3,10,40,406 ~ 3 Crore+","Rs 34,47,530 ~ 34 Lacs+",PATIALA,Punjab2017,7
24,Harinder Pal Singh Chandumajra,SAD,0,Graduate Professional,37,"Rs 9,11,73,927 ~ 9 Crore+","Rs 98,259 ~ 98 Thou+",PATIALA,Punjab2017,0
25,Harinder Pal Singh Mann,INC,0,Graduate Professional,59,"Rs 18,74,46,903 ~ 18 Crore+","Rs 1,32,50,739 ~ 1 Crore+",PATIALA,Punjab2017,0
26,Harjit Singh Grewal,BJP,0,Graduate,64,"Rs 3,24,65,548 ~ 3 Crore+","Rs 2,17,982 ~ 2 Lacs+",PATIALA,Punjab2017,7
27,Harmeet Singh Pathan Majra,IND,0,10th Pass,41,"Rs 2,56,53,020 ~ 2 Crore+","Rs 5,50,000 ~ 5 Lacs+",PATIALA,Punjab2017,0
28,Harpreet Kaur,SAD,0,12th Pass,57,"Rs 6,15,27,101 ~ 6 Crore+","Rs 1,05,315 ~ 1 Lacs+",PATIALA,Punjab2017,0
29,Jagdish Kumar,IND,0,12th Pass,43,"Rs 2,83,33,301 ~ 2 Crore+","Rs 21,54,537 ~ 21 Lacs+",PATIALA,Punjab2017,0
30,Jagjeet Singh,BSP,0,10th Pass,36,"Rs 41,41,500 ~ 41 Lacs+","Rs 2,50,000 ~ 2 Lacs+",PATIALA,Punjab2017,0
31,Jagtar Singh,AAP,0,Graduate,51,"Rs 1,79,88,650 ~ 1 Crore+","Rs 35,67,289 ~ 35 Lacs+",PATIALA,Punjab2017,7
32,Jagtar Singh,BSP,0,10th Pass,47,"Rs 56,30,000 ~ 56 Lacs+",Rs 0 ~,PATIALA,Punjab2017,0
33,Jarnail Singh,Aapna Punjab Party,0,10th Pass,53,"Rs 2,17,81,386 ~ 2 Crore+","Rs 4,79,086 ~ 4 Lacs+",PATIALA,Punjab2017,0
34,Jasbir Singh,IND,1,10th Pass,53,"Rs 5,03,40,000 ~ 5 Crore+",Rs 0 ~,PATIALA,Punjab2017,0
35,Jaspal Singh,IND,0,Illiterate,44,"Rs 11,16,285 ~ 11 Lacs+",Rs 0 ~,PATIALA,Punjab2017,1
36,Jasvir Kaur,IND,0,Graduate Professional,35,"Rs 25,85,466 ~ 25 Lacs+","Rs 18,040 ~ 18 Thou+",PATIALA,Punjab2017,0
37,Jeet Ram,IND,0,8th Pass,54,"Rs 22,98,303 ~ 22 Lacs+",Rs 0 ~,PATIALA,Punjab2017,0
38,Joginder Jaswant Singh,SAD,0,Post Graduate,71,"Rs 7,02,92,523 ~ 7 Crore+","Rs 16,42,943 ~ 16 Lacs+",PATIALA,Punjab2017,0
39,Kashmir Singh,CPI,0,Graduate,48,"Rs 6,63,000 ~ 6 Lacs+",Rs 0 ~,PATIALA,Punjab2017,7
40,Kshama Kant Pandey,Hindustan Shakti Sena,0,12th Pass,43,"Rs 12,85,000 ~ 12 Lacs+","Rs 3,00,000 ~ 3 Lacs+",PATIALA,Punjab2017,0
41,Kuldeep Kaur Tohra,AAP,0,10th Pass,63,"Rs 5,60,49,238 ~ 5 Crore+","Rs 1,13,36,000 ~ 1 Crore+",PATIALA,Punjab2017,0
42,Kuldip Kaur,IND,0,10th Pass,45,"Rs 32,06,280 ~ 32 Lacs+",Rs 0 ~,PATIALA,Punjab2017,0
43,Kulwant Kaur,IND,0,Illiterate,66,Nil,Rs 0 ~,PATIALA,Punjab2017,1
44,Kulwinder Singh,Democratic Swaraj Party,0,5th Pass,33,"Rs 8,00,000 ~ 8 Lacs+",Rs 0 ~,PATIALA,Punjab2017,0
45,Lakhwinder Singh,IND,0,Graduate,59,"Rs 3,28,25,000 ~ 3 Crore+","Rs 28,00,000 ~ 28 Lacs+",PATIALA,Punjab2017,7
46,Mahesh Kumar,IND,0,Graduate,52,"Rs 1,54,000 ~ 1 Lacs+",Rs 0 ~,PATIALA,Punjab2017,7
47,Mohan Lal,IND,0,10th Pass,35,"Rs 2,35,320 ~ 2 Lacs+",Rs 0 ~,PATIALA,Punjab2017,0
48,Naranjan Singh,CPI,0,Graduate,58,"Rs 8,55,000 ~ 8 Lacs+",Rs 0 ~,PATIALA,Punjab2017,7
49,Narinder,IND,0,Not Given,42,"Rs 15,000 ~ 15 Thou+",Rs 0 ~,PATIALA,Punjab2017,0
50,Nirmal Singh,INC,0,8th Pass,64,"Rs 46,13,876 ~ 46 Lacs+","Rs 7,43,234 ~ 7 Lacs+",PATIALA,Punjab2017,0
51,Nirmal Singh,IND,0,Literate,57,"Rs 6,16,000 ~ 6 Lacs+",Rs 0 ~,PATIALA,Punjab2017,2
52,Nirmaljit Singh,IND,0,12th Pass,38,"Rs 46,98,493 ~ 46 Lacs+","Rs 58,63,553 ~ 58 Lacs+",PATIALA,Punjab2017,0
53,Palwinder Kaur,AAP,0,12th Pass,40,"Rs 37,35,041 ~ 37 Lacs+","Rs 3,84,393 ~ 3 Lacs+",PATIALA,Punjab2017,0
54,Parminder Singh,IND,0,10th Pass,47,"Rs 13,02,000 ~ 13 Lacs+",Rs 0 ~,PATIALA,Punjab2017,0
55,Puran Chand,IND,1,10th Pass,58,"Rs 80,62,000 ~ 80 Lacs+","Rs 5,00,000 ~ 5 Lacs+",PATIALA,Punjab2017,0
56,Rajinder Kumar,Aapna Punjab Party,1,12th Pass,40,"Rs 3,57,421 ~ 3 Lacs+","Rs 5,50,000 ~ 5 Lacs+",PATIALA,Punjab2017,0
57,Rajinder Singh,INC,0,Graduate,56,"Rs 23,21,89,353 ~ 23 Crore+",Rs 0 ~,PATIALA,Punjab2017,7
58,Rajinder Singh,SHS,1,12th Pass,32,"Rs 86,000 ~ 86 Thou+",Rs 0 ~,PATIALA,Punjab2017,0
59,Rajinder Singh,Shiromani Akali Dal (A)(Simranjit Singh Mann),1,12th Pass,50,"Rs 1,47,06,234 ~ 1 Crore+","Rs 15,00,000 ~ 15 Lacs+",PATIALA,Punjab2017,0
60,Rajinder Singh,IND,0,Graduate,39,"Rs 1,91,46,300 ~ 1 Crore+","Rs 10,00,000 ~ 10 Lacs+",PATIALA,Punjab2017,7
61,Rajinder Singh Pawar,IND,0,10th Pass,49,"Rs 1,26,94,850 ~ 1 Crore+",Rs 0 ~,PATIALA,Punjab2017,0
62,Ramesh Singh,CPI(M),0,10th Pass,60,"Rs 50,80,000 ~ 50 Lacs+","Rs 9,00,000 ~ 9 Lacs+",PATIALA,Punjab2017,0
63,Ranjit Kaur,Bharatiya Gaon Taj Dal,0,12th Pass,67,"Rs 44,93,251 ~ 44 Lacs+",Rs 0 ~,PATIALA,Punjab2017,0
64,Ranjit Kaur Thuhi,IND,0,5th Pass,36,"Rs 6,70,000 ~ 6 Lacs+",Rs 0 ~,PATIALA,Punjab2017,0
65,Ravinder Jain,BSP,1,8th Pass,47,"Rs 3,68,74,376 ~ 3 Crore+","Rs 50,24,298 ~ 50 Lacs+",PATIALA,Punjab2017,0
66,Resham Kahlon,IND,0,Illiterate,46,"Rs 50,000 ~ 50 Thou+",Rs 0 ~,PATIALA,Punjab2017,1
67,Sadhu Singh,INC,0,10th Pass,56,"Rs 82,87,433 ~ 82 Lacs+",Rs 0 ~,PATIALA,Punjab2017,0
68,Sarbjit Singh,IND,0,12th Pass,40,"Rs 1,65,000 ~ 1 Lacs+","Rs 18,500 ~ 18 Thou+",PATIALA,Punjab2017,0
69,Sardeep Singh,BSP,0,12th Pass,34,"Rs 7,10,100 ~ 7 Lacs+",Rs 0 ~,PATIALA,Punjab2017,0
70,Satbir Singh Khatra,SAD,0,Post Graduate,34,"Rs 8,93,16,883 ~ 8 Crore+","Rs 1,34,93,474 ~ 1 Crore+",PATIALA,Punjab2017,0
71,Shaminder Kaur,Aapna Punjab Party,0,Graduate,37,"Rs 3,67,21,959 ~ 3 Crore+","Rs 30,01,047 ~ 30 Lacs+",PATIALA,Punjab2017,7
72,Shankar Bharadwaj,SHS,1,Not Given,34,"Rs 8,84,000 ~ 8 Lacs+",Rs 0 ~,PATIALA,Punjab2017,0
73,Sher Singh,Jai Jawan Jai Kisan Party,0,12th Pass,60,"Rs 16,06,91,040 ~ 16 Crore+","Rs 41,64,408 ~ 41 Lacs+",PATIALA,Punjab2017,0
74,Sobha Singh,Shiromani Akali Dal (A)(Simranjit Singh Mann),0,5th Pass,29,"Rs 40,000 ~ 40 Thou+",Rs 0 ~,PATIALA,Punjab2017,0
75,Sohan Lal Sharma,Samaj Adhikar Kalyan Party,0,Others,62,"Rs 89,96,219 ~ 89 Lacs+",Rs 0 ~,PATIALA,Punjab2017,0
76,Sukh Lal,BSP,0,8th Pass,35,"Rs 12,05,000 ~ 12 Lacs+",Rs 0 ~,PATIALA,Punjab2017,0
77,Surinder Kaur,IND,0,Graduate,58,"Rs 1,34,20,000 ~ 1 Crore+",Rs 0 ~,PATIALA,Punjab2017,7
78,Surjit Singh,SAD,0,Graduate,65,"Rs 17,10,55,877 ~ 17 Crore+","Rs 1,29,07,729 ~ 1 Crore+",PATIALA,Punjab2017,7
79,Tarsem Singh,IND,0,Not Given,76,"Rs 2,400 ~ 2 Thou+",Rs 0 ~,PATIALA,Punjab2017,0
80,Thekedar Madan Lal Jalalpur,INC,0,8th Pass,57,"Rs 3,97,38,347 ~ 3 Crore+","Rs 13,70,546 ~ 13 Lacs+",PATIALA,Punjab2017,0
81,Uttam Singh Bagri,CPI,0,12th Pass,60,"Rs 14,94,242 ~ 14 Lacs+",Rs 0 ~,PATIALA,Punjab2017,0
82,Vaninder Kaur Loomba,SAD,0,Post Graduate,48,"Rs 11,67,50,209 ~ 11 Crore+","Rs 2,43,00,000 ~ 2 Crore+",PATIALA,Punjab2017,0
0,Amarjit Singh,AAP,0,10th Pass,39,"Rs 1,07,55,348 ~ 1 Crore+","Rs 32,41,490 ~ 32 Lacs+",RUPNAGAR,Punjab2017,0
1,B.s. Saini,CPI,0,Graduate,62,"Rs 40,66,448 ~ 40 Lacs+",Rs 0 ~,RUPNAGAR,Punjab2017,7
2,Brinder Singh Dhillon,INC,0,12th Pass,33,"Rs 7,32,60,949 ~ 7 Crore+","Rs 3,67,92,791 ~ 3 Crore+",RUPNAGAR,Punjab2017,0
3,Charanjit Singh,AAP,0,Post Graduate,55,"Rs 7,90,11,449 ~ 7 Crore+","Rs 1,91,00,000 ~ 1 Crore+",RUPNAGAR,Punjab2017,0
4,Charanjit Singh Channi,INC,0,Post Graduate,53,"Rs 14,51,14,000 ~ 14 Crore+","Rs 10,84,000 ~ 10 Lacs+",RUPNAGAR,Punjab2017,0
